"","db030","hsize","db040","rb030","age","rb090","pl030","pb220a","py010n","py050n","py090n","py100n","py110n","py120n","py130n","py140n","hy040n","hy050n","hy070n","hy080n","hy090n","hy110n","hy130n","hy145n","eqss","eqincome","db090","rb050"
"14328",5798,5,"Styria",579801,39,"male","1","AT",19040.2,0,0,0,0,0,0,0,0,7477.9,0,0,2623.47,0,0,0,2.4,12950.5,455.571428571429,455.571428571429
"14329",5798,5,"Styria",579802,35,"female","2","AT",0,1939.63,0,0,0,0,0,0,0,7477.9,0,0,2623.47,0,0,0,2.4,12950.5,455.571428571429,455.571428571429
"14330",5798,5,"Styria",579803,8,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7477.9,0,0,2623.47,0,0,0,2.4,12950.5,455.571428571429,455.571428571429
"14331",5798,5,"Styria",579804,6,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7477.9,0,0,2623.47,0,0,0,2.4,12950.5,455.571428571429,455.571428571429
"14332",5798,5,"Styria",579805,0,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7477.9,0,0,2623.47,0,0,0,2.4,12950.5,455.571428571429,455.571428571429
"14333",5799,3,"Upper Austria",579901,38,"female","7","AT",7965.62,0,0,0,0,0,0,0,0,3943.11,0,5478.86,218.25,0,0,-279.36,1.8,9936.22222222222,507.699507389163,507.699507389163
"14334",5799,3,"Upper Austria",579902,14,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3943.11,0,5478.86,218.25,0,0,-279.36,1.8,9936.22222222222,507.699507389163,507.699507389163
"14335",5799,3,"Upper Austria",579903,12,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3943.11,0,5478.86,218.25,0,0,-279.36,1.8,9936.22222222222,507.699507389163,507.699507389163
"14336",5800,3,"Tyrol",580001,63,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15183.99,504.569620253164,504.569620253164
"14337",5800,3,"Tyrol",580002,77,"male","5","AT",0,0,0,6229.05,0,0,0,0,0,0,0,0,0,0,0,0,2,15183.99,504.569620253164,504.569620253164
"14338",5800,3,"Tyrol",580003,40,"male","1","AT",23001.49,0,1137.44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15183.99,504.569620253164,504.569620253164
"14339",5801,2,"Lower Austria",580101,54,"male","5","AT",0,0,0,15160.93,0,0,0,0,0,0,0,0,271.86,0,0,0,1.5,17124.9866666667,515.101449275362,515.101449275362
"14340",5801,2,"Lower Austria",580102,52,"female","1","AT",10254.69,0,0,0,0,0,0,0,0,0,0,0,271.86,0,0,0,1.5,17124.9866666667,515.101449275362,515.101449275362
"14341",5802,5,"Salzburg",580201,51,"male","1","AT",12375.21,0,0,0,0,1021.5,0,0,0,7498.75,0,0,221.56,0,0,-79.13,3,18540.8633333333,601.166666666667,601.166666666667
"14342",5802,5,"Salzburg",580202,30,"male","1","AT",15556.98,0,0,0,0,0,0,0,0,7498.75,0,0,221.56,0,0,-79.13,3,18540.8633333333,601.166666666667,601.166666666667
"14343",5802,5,"Salzburg",580203,50,"female","2","AT",6316.26,0,0,0,0,0,0,0,0,7498.75,0,0,221.56,0,0,-79.13,3,18540.8633333333,601.166666666667,601.166666666667
"14344",5802,5,"Salzburg",580204,25,"female","1","AT",0,7891.96,0,0,0,0,0,0,0,7498.75,0,0,221.56,0,0,-79.13,3,18540.8633333333,601.166666666667,601.166666666667
"14345",5802,5,"Salzburg",580205,17,"female","4","AT",0,4661.24,0,0,0,0,0,0,0,7498.75,0,0,221.56,0,0,-79.13,3,18540.8633333333,601.166666666667,601.166666666667
"14346",5803,3,"Tyrol",580301,64,"male","5","AT",0,0,0,25425.33,0,0,0,0,0,0,0,0,167.64,0,0,0,2,26089.985,504.569620253164,504.569620253164
"14347",5803,3,"Tyrol",580302,65,"female","5","AT",0,0,0,9689.31,0,0,0,0,0,0,0,0,167.64,0,0,0,2,26089.985,504.569620253164,504.569620253164
"14348",5803,3,"Tyrol",580303,41,"male","1","AT",16897.69,0,0,0,0,0,0,0,0,0,0,0,167.64,0,0,0,2,26089.985,504.569620253164,504.569620253164
"14349",5804,2,"Lower Austria",580401,61,"male","5","AT",0,0,0,23112.38,0,0,0,0,0,0,0,0,0,0,0,0,1.5,21041.6066666667,515.101449275362,515.101449275362
"14350",5804,2,"Lower Austria",580402,61,"female","5","AT",0,0,0,8450.03,0,0,0,0,0,0,0,0,0,0,0,0,1.5,21041.6066666667,515.101449275362,515.101449275362
"14351",5805,2,"Styria",580501,33,"male","1","AT",20787.37,0,0,0,0,0,0,0,0,2729.86,0,0,0,0,0,-1181.94,1.3,18999.3615384615,536.892307692308,536.892307692308
"14352",5805,2,"Styria",580502,2,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2729.86,0,0,0,0,0,-1181.94,1.3,18999.3615384615,536.892307692308,536.892307692308
"14353",5806,2,"Styria",580601,31,"female","1","AT",17045.79,0,0,0,0,0,0,0,0,2117.36,0,3235.58,36.68,0,0,-107.85,1.3,17340.9692307692,536.892307692308,536.892307692308
"14354",5806,2,"Styria",580602,8,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2117.36,0,3235.58,36.68,0,0,-107.85,1.3,17340.9692307692,536.892307692308,536.892307692308
"14355",5807,4,"Lower Austria",580701,38,"male","1","AT",19702.84,0,0,0,0,0,0,0,0,4430.86,0,0,154.91,0,0,0,2.1,18805.6428571429,556.426035502959,556.426035502959
"14356",5807,4,"Lower Austria",580702,38,"female","1","AT",13679.29,0,1523.95,0,0,0,0,0,0,4430.86,0,0,154.91,0,0,0,2.1,18805.6428571429,556.426035502959,556.426035502959
"14357",5807,4,"Lower Austria",580703,9,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4430.86,0,0,154.91,0,0,0,2.1,18805.6428571429,556.426035502959,556.426035502959
"14358",5807,4,"Lower Austria",580704,-1,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4430.86,0,0,154.91,0,0,0,2.1,18805.6428571429,556.426035502959,556.426035502959
"14359",5808,2,"Lower Austria",580801,65,"female","5","AT",0,0,0,24594.63,0,0,0,0,0,0,0,0,325.47,0,0,0,1.5,32401.4666666667,515.101449275362,515.101449275362
"14360",5808,2,"Lower Austria",580802,64,"male","5","AT",0,0,0,23682.1,0,0,0,0,0,0,0,0,325.47,0,0,0,1.5,32401.4666666667,515.101449275362,515.101449275362
"14361",5809,6,"Upper Austria",580901,47,"male","1","AT",20613.15,0,0,0,0,0,0,0,0,10583.11,0,0,241.47,0,0,56.95,3.5,16742.0228571429,419.666666666667,419.666666666667
"14362",5809,6,"Upper Austria",580902,45,"female","7","AT",0,0,0,0,0,0,0,0,0,10583.11,0,0,241.47,0,0,56.95,3.5,16742.0228571429,419.666666666667,419.666666666667
"14363",5809,6,"Upper Austria",580903,22,"female","4","AT",0,0,0,0,0,0,0,0,0,10583.11,0,0,241.47,0,0,56.95,3.5,16742.0228571429,419.666666666667,419.666666666667
"14364",5809,6,"Upper Austria",580904,17,"male","1","AT",12856.33,0,0,0,0,0,0,0,0,10583.11,0,0,241.47,0,0,56.95,3.5,16742.0228571429,419.666666666667,419.666666666667
"14365",5809,6,"Upper Austria",580905,79,"male","5","AT",0,0,0,8846.22,0,0,0,0,0,10583.11,0,0,241.47,0,0,56.95,3.5,16742.0228571429,419.666666666667,419.666666666667
"14366",5809,6,"Upper Austria",580906,73,"female","5","AT",0,0,0,5513.75,0,0,0,0,0,10583.11,0,0,241.47,0,0,56.95,3.5,16742.0228571429,419.666666666667,419.666666666667
"14367",5810,2,"Vienna",581001,35,"male","1","Other",19961.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,13307.6066666667,651.867605633803,651.867605633803
"14368",5810,2,"Vienna",581002,33,"female","4","AT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,13307.6066666667,651.867605633803,651.867605633803
"14369",5811,2,"Vienna",581101,45,"female","2","AT",11484.21,0,0,0,0,0,0,0,0,1545.71,0,0,125.98,0,0,-102.35,1.5,15488.0466666667,651.867605633803,651.867605633803
"14370",5811,2,"Vienna",581102,18,"female","2","AT",9973.82,0,0,0,0,0,0,0,0,1545.71,0,0,125.98,0,0,-102.35,1.5,15488.0466666667,651.867605633803,651.867605633803
"14371",5812,1,"Styria",581201,60,"male","5","Other",0,0,0,0,0,0,10298.09,0,0,0,0,0,0,0,0,0,1,10298.09,616.340909090909,616.340909090909
"14372",5813,1,"Vienna",581301,22,"female","2","AT",4958.06,0,12487.51,0,0,0,0,0,0,0,0,0,79.07,0,0,-180.05,1,17704.69,868.220417633411,868.220417633411
"14373",5814,4,"Tyrol",581401,42,"male","1","EU",19699.61,0,0,0,0,0,0,0,0,6593.49,0,0,95.32,0,0,0,2.1,12565.9142857143,493.382352941176,493.382352941176
"14374",5814,4,"Tyrol",581402,38,"female","7","AT",0,0,0,0,0,0,0,0,0,6593.49,0,0,95.32,0,0,0,2.1,12565.9142857143,493.382352941176,493.382352941176
"14375",5814,4,"Tyrol",581403,11,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6593.49,0,0,95.32,0,0,0,2.1,12565.9142857143,493.382352941176,493.382352941176
"14376",5814,4,"Tyrol",581404,9,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6593.49,0,0,95.32,0,0,0,2.1,12565.9142857143,493.382352941176,493.382352941176
"14377",5815,6,"Upper Austria",581501,52,"female","2","AT",3471.97,0,813.74,0,0,0,0,0,0,12647.15,0,0,6822.5,0,0,-1091.6,3.1,24938.2387096774,419.666666666667,419.666666666667
"14378",5815,6,"Upper Austria",581502,48,"male","1","AT",38956.58,0,0,0,0,0,0,0,0,12647.15,0,0,6822.5,0,0,-1091.6,3.1,24938.2387096774,419.666666666667,419.666666666667
"14379",5815,6,"Upper Austria",581503,24,"female","7","AT",4399.73,0,0,0,0,0,0,0,0,12647.15,0,0,6822.5,0,0,-1091.6,3.1,24938.2387096774,419.666666666667,419.666666666667
"14380",5815,6,"Upper Austria",581504,23,"female","1","AT",9105.27,0,0,0,0,0,0,0,0,12647.15,0,0,6822.5,0,0,-1091.6,3.1,24938.2387096774,419.666666666667,419.666666666667
"14381",5815,6,"Upper Austria",581505,3,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12647.15,0,0,6822.5,0,0,-1091.6,3.1,24938.2387096774,419.666666666667,419.666666666667
"14382",5815,6,"Upper Austria",581506,0,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12647.15,0,0,6822.5,0,0,-1091.6,3.1,24938.2387096774,419.666666666667,419.666666666667
"14383",5816,4,"Lower Austria",581601,42,"male","1","AT",19887.49,0,0,0,0,0,0,0,0,5341.11,0,0,60.31,0,0,0,2.3,16428.0347826087,556.426035502959,556.426035502959
"14384",5816,4,"Lower Austria",581602,39,"female","2","AT",7472,0,0,0,0,0,0,0,0,5341.11,0,0,60.31,0,0,0,2.3,16428.0347826087,556.426035502959,556.426035502959
"14385",5816,4,"Lower Austria",581603,18,"female","4","AT",5023.57,0,0,0,0,0,0,0,0,5341.11,0,0,60.31,0,0,0,2.3,16428.0347826087,556.426035502959,556.426035502959
"14386",5816,4,"Lower Austria",581604,10,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5341.11,0,0,60.31,0,0,0,2.3,16428.0347826087,556.426035502959,556.426035502959
"14387",5817,1,"Upper Austria",581701,85,"female","5","AT",0,0,0,13559.12,0,0,0,0,0,0,0,0,0,0,0,0,1,13559.12,643.25572519084,643.25572519084
"14388",5818,1,"Upper Austria",581801,20,"male","4","AT",6625.22,0,4178.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10803.93,643.25572519084,643.25572519084
"14389",5819,2,"Vienna",581901,28,"male","2","AT",12375.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,19601.6133333333,651.867605633803,651.867605633803
"14390",5819,2,"Vienna",581902,43,"male","2","AT",17026.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,19601.6133333333,651.867605633803,651.867605633803
"14391",5820,3,"Salzburg",582001,32,"male","1","EU",29128.3,0,0,0,0,0,0,0,0,4864.56,1106.14,2630.16,2048.41,0,0,-113.69,1.8,30636.8722222222,554.763636363636,554.763636363636
"14392",5820,3,"Salzburg",582002,23,"female","1","AT",15255.11,0,0,0,0,0,0,0,0,4864.56,1106.14,2630.16,2048.41,0,0,-113.69,1.8,30636.8722222222,554.763636363636,554.763636363636
"14393",5820,3,"Salzburg",582003,0,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4864.56,1106.14,2630.16,2048.41,0,0,-113.69,1.8,30636.8722222222,554.763636363636,554.763636363636
"14394",5821,4,"Tyrol",582101,35,"male","1","AT",0,371.98,12647.28,0,0,0,0,0,0,7973.28,0,0,47.57,0,0,16163.69,2.1,8892.46666666667,493.382352941176,493.382352941176
"14395",5821,4,"Tyrol",582102,29,"female","1","AT",12661.47,0,0,0,0,0,0,1136.29,0,7973.28,0,0,47.57,0,0,16163.69,2.1,8892.46666666667,493.382352941176,493.382352941176
"14396",5821,4,"Tyrol",582103,10,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7973.28,0,0,47.57,0,0,16163.69,2.1,8892.46666666667,493.382352941176,493.382352941176
"14397",5821,4,"Tyrol",582104,3,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7973.28,0,0,47.57,0,0,16163.69,2.1,8892.46666666667,493.382352941176,493.382352941176
"14398",5822,4,"Salzburg",582201,25,"male","1","AT",17416.76,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,2.5,26632.776,532.788732394366,532.788732394366
"14399",5822,4,"Salzburg",582202,56,"male","1","AT",29799.55,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,2.5,26632.776,532.788732394366,532.788732394366
"14400",5822,4,"Salzburg",582203,23,"male","1","AT",19359.18,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,2.5,26632.776,532.788732394366,532.788732394366
"14401",5822,4,"Salzburg",582204,51,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,2.5,26632.776,532.788732394366,532.788732394366
"14402",5823,2,"Carinthia",582301,30,"male","3","AT",12078.49,0,2823.54,0,0,2698.05,0,0,0,0,0,0,176.03,0,0,0,1.5,29647.48,535.793650793651,535.793650793651
"14403",5823,2,"Carinthia",582302,25,"female","2","AT",19006.92,7688.19,0,0,0,0,0,0,0,0,0,0,176.03,0,0,0,1.5,29647.48,535.793650793651,535.793650793651
"14404",5824,2,"Upper Austria",582401,44,"male","1","AT",31014.41,0,0,0,0,0,0,0,0,0,0,0,476.62,0,0,-339.43,1.5,21220.3066666667,493.794392523365,493.794392523365
"14405",5824,2,"Upper Austria",582402,46,"female","7","Other",0,0,0,0,0,0,0,0,0,0,0,0,476.62,0,0,-339.43,1.5,21220.3066666667,493.794392523365,493.794392523365
"14406",5825,3,"Vienna",582501,40,"male","1","AT",28318.72,0,0,0,0,0,0,0,0,2205.41,2547.51,3433.07,141.53,0,0,0,1.8,33173.3111111111,642.36,642.36
"14407",5825,3,"Vienna",582502,42,"female","1","AT",23065.72,0,0,0,0,0,0,0,0,2205.41,2547.51,3433.07,141.53,0,0,0,1.8,33173.3111111111,642.36,642.36
"14408",5825,3,"Vienna",582503,7,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2205.41,2547.51,3433.07,141.53,0,0,0,1.8,33173.3111111111,642.36,642.36
"14409",5826,5,"Upper Austria",582601,48,"female","7","AT",0,684.66,0,0,0,0,0,0,0,4535.67,0,0,342.66,0,0,-365.44,3,16031.8633333333,475.354430379747,475.354430379747
"14410",5826,5,"Upper Austria",582602,50,"male","1","AT",18142,0,0,0,0,0,0,0,0,4535.67,0,0,342.66,0,0,-365.44,3,16031.8633333333,475.354430379747,475.354430379747
"14411",5826,5,"Upper Austria",582603,21,"male","1","Other",0,10572.05,0,0,0,0,0,0,0,4535.67,0,0,342.66,0,0,-365.44,3,16031.8633333333,475.354430379747,475.354430379747
"14412",5826,5,"Upper Austria",582604,19,"female","3","AT",0,0,13453.11,0,0,0,0,0,0,4535.67,0,0,342.66,0,0,-365.44,3,16031.8633333333,475.354430379747,475.354430379747
"14413",5826,5,"Upper Austria",582605,14,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4535.67,0,0,342.66,0,0,-365.44,3,16031.8633333333,475.354430379747,475.354430379747
"14414",5827,1,"Salzburg",582701,90,"male","5","AT",0,0,0,17709.81,0,0,0,0,0,0,0,0,0,0,0,0,1,17709.81,693.320388349514,693.320388349514
"14415",5828,1,"Upper Austria",582801,67,"male","5","AT",0,0,0,38213.72,0,0,0,0,0,0,0,0,916.45,0,0,-712.79,1,39842.96,643.25572519084,643.25572519084
"14416",5829,1,"Carinthia",582901,49,"male","1","AT",17914.81,17914.81,0,0,0,0,0,0,0,0,0,0,49.3,0,9860.32,0,1,26018.6,630.786324786325,630.786324786325
"14417",5830,2,"Vienna",583001,35,"male","1","AT",44507.7,0,0,0,0,0,0,0,0,0,0,0,483.45,0,0,-455.65,1.5,43317.9,651.867605633803,651.867605633803
"14418",5830,2,"Vienna",583002,35,"female","1","AT",19530.05,0,0,0,0,0,0,0,0,0,0,0,483.45,0,0,-455.65,1.5,43317.9,651.867605633803,651.867605633803
"14419",5831,4,"Lower Austria",583101,27,"female","7","AT",16987.02,0,926.56,0,0,0,0,0,0,0,0,0,136.06,0,0,-1166.2,2.5,17861.284,556.426035502959,556.426035502959
"14420",5831,4,"Lower Austria",583102,61,"male","5","AT",0,0,0,11681.83,0,0,0,0,0,0,0,0,136.06,0,0,-1166.2,2.5,17861.284,556.426035502959,556.426035502959
"14421",5831,4,"Lower Austria",583103,55,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,136.06,0,0,-1166.2,2.5,17861.284,556.426035502959,556.426035502959
"14422",5831,4,"Lower Austria",583104,23,"male","1","AT",13755.54,0,0,0,0,0,0,0,0,0,0,0,136.06,0,0,-1166.2,2.5,17861.284,556.426035502959,556.426035502959
"14423",5832,2,"Tyrol",583201,34,"female","1","AT",17138.22,0,0,0,0,0,0,0,0,2150.82,0,3286.71,219.11,0,0,-821.68,1.3,18166.5692307692,567.154362416107,567.154362416107
"14424",5832,2,"Tyrol",583202,13,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2150.82,0,3286.71,219.11,0,0,-821.68,1.3,18166.5692307692,567.154362416107,567.154362416107
"14425",5833,1,"Salzburg",583301,69,"female","5","AT",0,0,0,5046.57,0,0,0,0,0,0,0,0,187.66,0,0,0,1,5234.23,693.320388349514,693.320388349514
"14426",5834,3,"Vorarlberg",583401,36,"male","1","AT",31106.11,0,0,0,0,0,0,0,0,9865.89,0,0,192.14,0,0,-143.89,1.8,22948.9055555556,532.590909090909,532.590909090909
"14427",5834,3,"Vorarlberg",583402,31,"female","7","Other",0,0,0,0,0,0,0,0,0,9865.89,0,0,192.14,0,0,-143.89,1.8,22948.9055555556,532.590909090909,532.590909090909
"14428",5834,3,"Vorarlberg",583403,0,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9865.89,0,0,192.14,0,0,-143.89,1.8,22948.9055555556,532.590909090909,532.590909090909
"14429",5835,1,"Vienna",583501,57,"male","5","AT",0,0,0,28324.28,0,0,0,0,0,0,0,0,342.65,0,9251.42,0,1,19415.51,868.220417633411,868.220417633411
"14430",5836,2,"Vienna",583601,21,"female","1","AT",6889.76,0,0,620.9,0,0,0,0,0,1886.77,0,3032.23,22.49,0,0,-828.53,1.3,10215.9076923077,651.867605633803,651.867605633803
"14431",5836,2,"Vienna",583602,-1,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1886.77,0,3032.23,22.49,0,0,-828.53,1.3,10215.9076923077,651.867605633803,651.867605633803
"14432",5837,2,"Upper Austria",583701,54,"male","1","AT",0,19149.85,0,0,0,0,0,0,0,0,0,0,324.87,0,0,0,1.5,12983.1466666667,493.794392523365,493.794392523365
"14433",5837,2,"Upper Austria",583702,55,"female","7","Other",0,0,0,0,0,0,0,0,0,0,0,0,324.87,0,0,0,1.5,12983.1466666667,493.794392523365,493.794392523365
"14434",5838,3,"Upper Austria",583801,48,"male","2","AT",5903.95,9401.37,0,0,0,0,0,0,0,0,0,0,1676.3,0,0,-144.42,2,15955.215,507.699507389163,507.699507389163
"14435",5838,3,"Upper Austria",583802,47,"female","5","AT",0,0,0,13436.34,0,0,0,0,0,0,0,0,1676.3,0,0,-144.42,2,15955.215,507.699507389163,507.699507389163
"14436",5838,3,"Upper Austria",583803,24,"male","4","AT",0,0,0,0,0,0,0,1348.05,0,0,0,0,1676.3,0,0,-144.42,2,15955.215,507.699507389163,507.699507389163
"14437",5839,4,"Upper Austria",583901,43,"female","2","AT",13725.75,0,0,0,0,0,0,0,0,5514.65,2776.76,0,0,0,0,0,2.5,13678.796,492.875,492.875
"14438",5839,4,"Upper Austria",583902,21,"female","2","Other",12179.83,0,0,0,0,0,0,0,0,5514.65,2776.76,0,0,0,0,0,2.5,13678.796,492.875,492.875
"14439",5839,4,"Upper Austria",583903,15,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5514.65,2776.76,0,0,0,0,0,2.5,13678.796,492.875,492.875
"14440",5839,4,"Upper Austria",583904,14,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5514.65,2776.76,0,0,0,0,0,2.5,13678.796,492.875,492.875
"14441",5840,1,"Burgenland",584001,87,"female","5","AT",0,0,0,10654.85,0,0,0,0,0,0,0,0,0,0,0,0,1,10654.85,521.051724137931,521.051724137931
"14442",5841,2,"Upper Austria",584101,55,"male","3","AT",10316.77,0,0,0,0,0,0,0,0,0,0,0,273.12,0,0,0,1.5,20309.14,493.794392523365,493.794392523365
"14443",5841,2,"Upper Austria",584102,52,"female","2","AT",19873.82,0,0,0,0,0,0,0,0,0,0,0,273.12,0,0,0,1.5,20309.14,493.794392523365,493.794392523365
"14444",5842,5,"Salzburg",584201,36,"male","1","AT",0,13762.73,0,0,0,0,0,0,0,7917.73,0,0,383.05,0,0,0,2.4,9193.12916666667,601.166666666667,601.166666666667
"14445",5842,5,"Salzburg",584202,31,"female","7","AT",0,0,0,0,0,0,0,0,0,7917.73,0,0,383.05,0,0,0,2.4,9193.12916666667,601.166666666667,601.166666666667
"14446",5842,5,"Salzburg",584203,9,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7917.73,0,0,383.05,0,0,0,2.4,9193.12916666667,601.166666666667,601.166666666667
"14447",5842,5,"Salzburg",584204,6,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7917.73,0,0,383.05,0,0,0,2.4,9193.12916666667,601.166666666667,601.166666666667
"14448",5842,5,"Salzburg",584205,0,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7917.73,0,0,383.05,0,0,0,2.4,9193.12916666667,601.166666666667,601.166666666667
"14449",5843,4,"Carinthia",584301,41,"female","2","AT",3583.23,0,0,0,0,0,0,0,0,8856.2,0,8828.25,147.14,0,176.56,-1593.99,1.9,12016.9736842105,518.619047619048,518.619047619048
"14450",5843,4,"Carinthia",584302,5,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8856.2,0,8828.25,147.14,0,176.56,-1593.99,1.9,12016.9736842105,518.619047619048,518.619047619048
"14451",5843,4,"Carinthia",584303,3,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8856.2,0,8828.25,147.14,0,176.56,-1593.99,1.9,12016.9736842105,518.619047619048,518.619047619048
"14452",5843,4,"Carinthia",584304,1,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8856.2,0,8828.25,147.14,0,176.56,-1593.99,1.9,12016.9736842105,518.619047619048,518.619047619048
"14453",5844,1,"Vienna",584401,28,"female","3","AT",7638.54,0,3003.24,0,0,0,0,0,0,0,0,0,117.89,0,0,-58.95,1,10818.62,868.220417633411,868.220417633411
"14454",5845,3,"Upper Austria",584501,43,"female","2","AT",13390.47,0,0,0,0,0,0,0,0,0,0,0,33.97,0,0,-101.91,2,19646.35,507.699507389163,507.699507389163
"14455",5845,3,"Upper Austria",584502,46,"male","1","AT",22599.49,0,0,0,0,0,0,0,0,0,0,0,33.97,0,0,-101.91,2,19646.35,507.699507389163,507.699507389163
"14456",5845,3,"Upper Austria",584503,20,"female","1","AT",3166.86,0,0,0,0,0,0,0,0,0,0,0,33.97,0,0,-101.91,2,19646.35,507.699507389163,507.699507389163
"14457",5846,6,"Upper Austria",584601,44,"male","1","AT",20499.59,2027.43,0,0,0,0,0,0,67194.23,5672.07,0,0,578.76,0,0,0,3.3,42118.7242424242,419.666666666667,419.666666666667
"14458",5846,6,"Upper Austria",584602,79,"female","5","AT",0,0,0,0,0,0,19616.37,0,67194.23,5672.07,0,0,578.76,0,0,0,3.3,42118.7242424242,419.666666666667,419.666666666667
"14459",5846,6,"Upper Austria",584603,40,"female","2","AT",10828.58,0,0,0,0,0,0,0,67194.23,5672.07,0,0,578.76,0,0,0,3.3,42118.7242424242,419.666666666667,419.666666666667
"14460",5846,6,"Upper Austria",584604,20,"male","1","AT",12574.76,0,0,0,0,0,0,0,67194.23,5672.07,0,0,578.76,0,0,0,3.3,42118.7242424242,419.666666666667,419.666666666667
"14461",5846,6,"Upper Austria",584605,18,"male","4","AT",0,0,0,0,0,0,0,0,67194.23,5672.07,0,0,578.76,0,0,0,3.3,42118.7242424242,419.666666666667,419.666666666667
"14462",5846,6,"Upper Austria",584606,8,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67194.23,5672.07,0,0,578.76,0,0,0,3.3,42118.7242424242,419.666666666667,419.666666666667
"14463",5847,3,"Upper Austria",584701,45,"female","7","AT",0,0,0,0,0,0,0,0,0,2329.6,0,0,201.11,0,0,-213.57,2,14483.945,507.699507389163,507.699507389163
"14464",5847,3,"Upper Austria",584702,17,"female","4","AT",0,0,0,0,0,0,0,0,0,2329.6,0,0,201.11,0,0,-213.57,2,14483.945,507.699507389163,507.699507389163
"14465",5847,3,"Upper Austria",584703,44,"male","1","AT",26223.61,0,0,0,0,0,0,0,0,2329.6,0,0,201.11,0,0,-213.57,2,14483.945,507.699507389163,507.699507389163
"14466",5848,2,"Lower Austria",584801,67,"male","5","AT",0,0,0,0,0,0,15275.32,0,0,0,0,0,26.24,0,0,0,1.5,18894.1266666667,515.101449275362,515.101449275362
"14467",5848,2,"Lower Austria",584802,65,"female","5","AT",0,0,0,13039.63,0,0,0,0,0,0,0,0,26.24,0,0,0,1.5,18894.1266666667,515.101449275362,515.101449275362
"14468",5849,2,"Upper Austria",584901,76,"male","5","AT",0,0,0,13735.62,0,0,0,0,0,0,0,0,52.95,0,0,0,1.5,9192.38,493.794392523365,493.794392523365
"14469",5849,2,"Upper Austria",584902,67,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,52.95,0,0,0,1.5,9192.38,493.794392523365,493.794392523365
"14470",5850,3,"Salzburg",585001,48,"male","1","AT",19313.76,0,0,0,0,0,0,453.37,8465.19,12902.75,0,0,210.85,0,0,11.9,1.8,34731.2444444444,554.763636363636,554.763636363636
"14471",5850,3,"Salzburg",585002,37,"female","1","AT",13210.27,0,0,0,7971.95,0,0,0,8465.19,12902.75,0,0,210.85,0,0,11.9,1.8,34731.2444444444,554.763636363636,554.763636363636
